time,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004-02-12 10:52:39,0.0606640625,0.07459521484375,0.0831240234375,0.04276220703125
2004-02-12 10:53:39,0.06068017578125,0.07364404296875,0.08611474609375,0.04633984375
2004-02-12 10:54:39,0.0598671875,0.07580224609375,0.08422265625,0.04512548828125
2004-02-12 10:55:39,0.06067626953125,0.07532177734375001,0.0851474609375,0.0433701171875
2004-02-12 10:56:39,0.05991015625,0.07436669921875,0.08396435546875,0.04511962890625
2004-02-12 10:57:39,0.05916796875,0.073916015625,0.08068359375,0.0442978515625
2004-02-12 10:58:39,0.059267578125,0.0738251953125,0.08215478515625001,0.0428037109375
2004-02-12 10:59:39,0.05974072265625,0.074376953125,0.08649755859375,0.04388232421875
2004-02-12 11:00:39,0.0621259765625,0.07378515625,0.079244140625,0.04616162109375
2004-02-12 11:01:39,0.06028955078125,0.0726015625,0.08806884765625,0.04455712890625
2004-02-12 11:02:39,0.06286474609375,0.07575146484375,0.08137109375,0.0469677734375
2004-02-12 11:03:39,0.06001416015625,0.07166064453125,0.08523681640625,0.04384814453125
2004-02-12 11:04:39,0.06001806640625,0.0718642578125,0.08268994140625,0.043549316406250003
2004-02-12 11:05:39,0.06105224609375,0.07270703125,0.08571728515625,0.04448388671875
2004-02-12 11:06:39,0.0620419921875,0.07875341796875,0.0839150390625,0.04635205078125
2004-02-12 11:07:39,0.0617783203125,0.0737998046875,0.0837587890625,0.04433740234375
2004-02-12 11:08:39,0.06079052734375,0.07371435546875,0.0860302734375,0.04489697265625
2004-02-12 11:09:39,0.060623046875,0.07183447265625,0.084240234375,0.04359375
2004-02-12 11:10:39,0.0642099609375,0.074396484375,0.08440380859375,0.046705078125
2004-02-12 11:11:39,0.0611396484375,0.07394921875,0.0872607421875,0.04607666015625
2004-02-12 11:12:39,0.06132080078125,0.0715107421875,0.08068896484375,0.0448583984375
2004-02-12 11:13:39,0.0631796875,0.07645068359375,0.08723046875,0.0475205078125
2004-02-12 11:14:39,0.05884716796875,0.07558935546875,0.08202978515624999,0.04350244140625
2004-02-12 11:15:39,0.06421728515625,0.07920068359375,0.08120849609375,0.04667333984375
2004-02-12 11:16:39,0.05924609375,0.0741015625,0.08266259765625,0.042224609375
2004-02-12 11:17:39,0.05990087890625,0.07724462890625,0.08688427734375,0.04543505859375
2004-02-12 11:18:39,0.06291943359375,0.08064013671875,0.08169677734375,0.04740771484375
2004-02-12 11:19:39,0.06266455078125,0.07514599609375,0.08374755859375001,0.045888671875
2004-02-12 11:20:39,0.0596962890625,0.072236328125,0.079625,0.044458984375
2004-02-12 11:21:39,0.06161767578125,0.07394384765625,0.08259326171875,0.04321337890625
2004-02-12 11:22:39,0.060134765625,0.07163818359375,0.084869140625,0.04084521484375
2004-02-12 11:23:39,0.06177685546875,0.07379736328125,0.0837802734375,0.04510009765625
2004-02-12 11:24:39,0.06406591796875,0.074109375,0.08289404296875,0.0431513671875
2004-02-12 11:25:39,0.06133935546875,0.07189111328125,0.0821201171875,0.04391748046875
2004-02-12 11:26:39,0.06028125,0.07312451171875001,0.08708984375,0.04375634765625
2004-02-12 11:27:39,0.0593828125,0.07483984375,0.08557861328125001,0.045783203125
2004-02-12 11:28:39,0.06372802734375,0.0747421875,0.088791015625,0.04350146484375
2004-02-12 11:29:39,0.059053710937500004,0.07332958984375,0.08554541015625,0.04710791015625
2004-02-12 11:30:39,0.0636455078125,0.07276220703125,0.08525732421875,0.0449658203125
2004-02-12 11:31:39,0.06327685546875,0.07257080078125,0.08293115234375,0.04357763671875
2004-02-12 11:32:39,0.06295654296875,0.07414404296875,0.08031005859375,0.04369287109375
2004-02-12 11:33:39,0.062537109375,0.07441943359375,0.08118115234375,0.045830078125
2004-02-12 11:34:39,0.06126123046875,0.07169580078125,0.0825224609375,0.0426943359375
2004-02-12 11:35:39,0.05938818359375,0.0755068359375,0.08295654296875,0.043359375
2004-02-12 11:36:39,0.063009765625,0.074630859375,0.083888671875,0.048296875
2004-02-12 11:37:39,0.0635263671875,0.0767333984375,0.0802568359375,0.04506005859375
2004-02-12 11:38:39,0.06245458984375,0.07662451171875,0.08660791015625,0.04449755859375
2004-02-12 11:39:39,0.0636123046875,0.07489111328125,0.0825556640625,0.0452177734375
2004-02-12 11:40:39,0.061251953125,0.07445263671875,0.08780322265625,0.04611328125
2004-02-12 11:41:39,0.05944140625,0.07282470703125,0.07815087890625,0.04182080078125
2004-02-12 11:42:39,0.062359375,0.07561328125,0.082599609375,0.0453056640625
2004-02-12 11:43:39,0.05857080078125,0.0740302734375,0.08256591796875,0.04273876953125
2004-02-12 11:44:39,0.06356396484375,0.0745146484375,0.08291650390625,0.04376611328125
2004-02-12 11:45:39,0.06044970703125,0.07447265625,0.0823388671875,0.04418994140625
2004-02-12 11:46:39,0.0611806640625,0.07270751953125,0.07987353515625,0.04311962890625
2004-02-12 11:47:39,0.06177783203125,0.0739853515625,0.0805400390625,0.04241015625
2004-02-12 11:48:39,0.06199609375,0.07616650390625,0.08458056640625,0.04403515625
2004-02-12 11:49:39,0.06102001953125,0.07442919921875,0.07975537109375,0.04347900390625
2004-02-12 11:50:39,0.0605576171875,0.07175732421875,0.084916015625,0.04669873046875
2004-02-12 11:51:39,0.06083740234375,0.074029296875,0.08012353515625,0.04265771484375
2004-02-12 11:52:39,0.0671220703125,0.0778681640625,0.08400732421875,0.043857421875
2004-02-12 11:53:39,0.06134814453125,0.0728271484375,0.08011767578125,0.04423388671875
2004-02-12 11:54:39,0.06247412109375,0.0734130859375,0.0820732421875,0.04413232421875
2004-02-12 11:55:39,0.06171044921875,0.07739013671875,0.08730224609375,0.04291015625
2004-02-12 11:56:39,0.06233154296875,0.07509814453125,0.0844482421875,0.0451611328125
2004-02-12 11:57:39,0.0635595703125,0.07708544921875,0.08452685546875,0.04379150390625
2004-02-12 11:58:39,0.05958203125,0.0754521484375,0.08479345703125,0.0440625
2004-02-12 11:59:39,0.0621845703125,0.07675537109375,0.08463232421875,0.0457685546875
2004-02-12 12:00:39,0.06117138671875,0.0794873046875,0.08664599609375,0.0464130859375
2004-02-12 12:01:39,0.06132958984375,0.072705078125,0.0851865234375,0.04240234375
2004-02-12 12:02:39,0.06169873046875,0.0735673828125,0.082787109375,0.0438505859375
2004-02-12 12:03:39,0.05833544921875,0.0733193359375,0.0858134765625,0.0435537109375
2004-02-12 12:04:39,0.058818359375,0.07497802734375,0.0883935546875,0.0449296875
2004-02-12 12:05:39,0.061466796875,0.0755,0.08650439453125,0.04473388671875
2004-02-12 12:06:39,0.05756640625,0.07725146484375,0.08552734375,0.044720703125
2004-02-12 12:07:39,0.05787451171875,0.0725498046875,0.083404296875,0.042388671875
2004-02-12 12:08:39,0.05811328125,0.07329150390625,0.08548681640625,0.043123535156250004
2004-02-12 12:09:39,0.063189453125,0.08073193359375,0.08704443359375,0.0444765625
2004-02-12 12:10:39,0.06077978515625,0.073736328125,0.07847705078125,0.0424033203125
2004-02-12 12:11:39,0.06108544921875,0.0762421875,0.08160107421875,0.04554248046875
2004-02-12 12:12:39,0.06231982421875,0.073564453125,0.08795166015625,0.043845703125
2004-02-12 12:13:39,0.0629375,0.07645849609375,0.082787109375,0.046203125
2004-02-12 12:14:39,0.06053759765625,0.07403515625,0.0810791015625,0.044130859375
2004-02-12 12:15:39,0.06422705078125,0.07369970703125,0.08198779296875,0.04432373046875
2004-02-12 12:16:39,0.06214501953125,0.07615966796875,0.081376953125,0.04508251953125
2004-02-12 12:17:39,0.062552734375,0.0763466796875,0.0829013671875,0.0433681640625
2004-02-12 12:18:39,0.0618671875,0.074419921875,0.07744921875,0.0436328125
2004-02-12 12:19:39,0.05966162109375,0.077107421875,0.08073291015625,0.042029296875
2004-02-12 12:20:39,0.06430078125,0.076751953125,0.08466748046875,0.04430322265625
2004-02-12 12:21:39,0.06314453125,0.07652880859375,0.08143115234375,0.0447802734375
2004-02-12 12:22:39,0.0593212890625,0.07306494140625,0.08056982421875,0.04195263671875
